q1,q2,q3,q4,q5,q6,q7,q8,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,qdd7,qdd8
0.0998476330127668,0.19869733661701205,0.2955611552320791,0.3894709812493948,0.47948823080568587,0.56471322448046,0.6442941791621611,0.7174357212135901,0.9950027387810286,1.9601218007269914,2.865971463860188,3.6841549473704465,4.387741550384529,4.951723242214546,5.353444267403005,5.572997676234137,-0.0998476330127668,-0.7947893464680482,-2.6600503970887117,-6.231535699990316,-11.987205770142147,-20.32967608129656,-31.570414778945896,-45.91588615766977
0.1097939223653756,0.2182602984179544,0.3240876335459323,0.4259963424542806,0.5227542209568428,0.6131913448713616,0.6962142158710981,0.770818983251942,0.9939543724998778,1.9517811784465036,2.838081191939966,3.618899537076044,4.262417226386351,4.73960646939117,5.0248385561459195,5.0964338594492045,-0.1097939223653756,-0.8730411936718177,-2.9167887019133905,-6.815941479268489,-13.06885552392107,-22.074888415369017,-34.11449657768381,-49.33241492812429
0.11972922927965327,0.23773593406191137,0.35232237152267637,0.4618400056546346,0.56471322448046,0.6594620081201324,0.7447232215906602,0.8192702260022396,0.9928065832054601,1.9426596466244008,2.8076361086725137,3.5478530052456843,4.126436035178788,4.5104273582956464,4.6716141576502,4.587260946830833,-0.11972922927965327,-0.9509437362476455,-3.170901343704087,-7.389440090474154,-14.1178306120115,-23.74063229232477,-36.49143785794235,-52.43329446414334
0.1296525599492657,0.2571164513281814,0.38023995254309173,0.49694461225076075,0.6052603357549055,0.7033586422310747,0.7895835313637101,0.8624794383348057,0.9915594857085489,1.9327608547944082,2.7746636204070296,3.4711290436512234,3.980137956031986,4.265010941880329,4.295501659057001,4.048736837679057,-0.1296525599492657,-1.0284658053127256,-3.422159572887826,-7.951113796012172,-15.131508393872636,-25.32091112031869,-38.68959303682179,-55.19868405342756
0.13956292176583562,0.27639409605301823,0.4078152454893723,0.5312539863137096,0.6442941791621611,0.7447232215906601,0.8305753566491054,0.9001701498029123,0.9902132047534931,1.922088763472733,2.739193408636562,3.3888504293362796,3.823888762430717,4.004240706557315,3.898343785434188,3.4843072324126854,-0.13956292176583562,-1.105576384212073,-3.6703372094043507,-8.500063781019353,-16.107354479054028,-26.810035977263762,-40.69819247580617,-57.61088958738639
0.1494593234182308,0.2955611552320791,0.4350234273678976,0.56471322448046,0.681717162546469,0.7834068358515682,0.8674978621533809,0.9321011996152714,0.988767875005739,1.9106476425734586,2.7012574032790337,3.3011488281430306,3.658079107569953,3.72905541169305,3.482086371531639,2.8975835855501053,-0.1494593234182308,-1.1822446209283164,-3.9152108463110786,-9.03541159168736,-17.042929063661724,-28.202646090656458,-42.50739524551566,-59.65447677537737
0.15934077499172275,0.3146099601064053,0.4618400056546346,0.5972687838126852,0.7174357212135901,0.8192702260022396,0.9001701498029123,0.9580682796827151,0.9872236410383602,1.8984420697001487,2.660889753934263,3.2081645840147686,3.483123547646336,3.4404457101231247,3.0487688283610996,2.2923199981266538,-0.15934077499172275,-1.2584398404256212,-4.156560050891712,-9.556300541002964,-17.935893030339752,-29.493728136080627,-44.1083373403427,-61.31636989969377
0.16920628806700566,0.33353288923070007,0.48824084034305515,0.628868567478508,0.7513605518606312,0.8521842856921177,0.9284321450356964,0.9779052418660178,0.9855806573175965,1.885476928314342,2.6181267991428463,3.1100464944113724,3.299459505387541,3.139450581853288,2.6005141513086145,1.6723891974004677,-0.16920628806700566,-1.3341315569228003,-4.394167563087496,-10.061897079656127,-18.78401379651578,-30.678634284916235,-45.49317510674912,-62.58593547942514
0.17905487581906573,0.3523223715226763,0.5142021656747203,0.6594620081201323,0.7834068358515682,0.882030526007837,0.9521453810704422,0.9914851610605437,0.9838390881874022,1.8717574057816757,2.5730070336745774,3.0069515721970976,3.1075461764108754,2.8271535937851304,2.139518518733806,1.0417577575385992,-0.17905487581906573,-1.4092894860907053,-4.627819491072483,-10.551392129922117,-19.585170896289206,-31.753098936282132,-46.655123672451666,-63.4550503078748
0.188885553115891,0.3709708892922539,0.5397006115329698,0.6890001487739446,0.8134944512802371,0.9087015020271859,0.971193677310533,0.9987211473156653,0.9819991078530081,1.8572889912964157,2.5255710738758563,2.899044794381714,2.90786338114545,2.5046789989312614,1.6680405320165863,0.4044607198317161,-0.188885553115891,-1.4838835571690157,-4.857305503796728,-11.024002380383113,-20.33736128200593,-32.71325407297869,-47.58849018821611,-63.91815342820258
